SENTENCE	LABEL
Indeed, scientists and climatologists are increasingly less worried about hiding their fears in relation to the consequences of greenhouse gas emissions, and even the general public is starting to become aware of them.	0
The janitor was good friends with the cleaner because he liked everyone.	1
The cook is always teaching the assistant new techniques because she likes to teach others.	1
The mover missed the call from the assistant because he tried to schedule the moving.	1
The carpenter told the baker they do not want cheese in the bread .	0
First , you disrespect my mother 's body , and now , their granddaughter	0
The cook prepared a soup for the housekeeper because he helped to clean the room.	1
The lawyer told the auditor to provide documentation because she needed to present proof in court.	1
When the supervisor splashed the editor , they got in trouble .	0
They used to live with their parents , but due to a falling out they kicked them out , they spend a few nights with one of their friends .	0
The supervisor made the nurse perform remedial study because they were bad at doing injections .	0
Yuki making a study guide for her makeup exam , Momiji covering her shift at work for her , Hatori providing care , Kisa staying by Tohru ' s bedside with her .	1
The lawyer met with the secretary and asked him to prepare the documents.	1
The janitor laughed at the assistant and treated him bad.	1
I have seen the people lining up in front of their tent .	0
The janitor fell in love with the secretary because he was always attracted to nice hands.	1
The manager fired the cleaner because she is too lazy.	1
Pensioners and elderly people fall victim to criminal acts more frequently than anyone else. Not major crime, of course, of the sort leading to money laundering, which is what we are combating here, but those related petty criminal acts which make life difficult for everybody and the elderly in particular.	0
The Minister said that MBM was a low-cost foodstuff.	0
